1.000000000000000056e-01 1.151164094945136362e+01 5.000000000000000000e-01
1.249609141291986997e-01 1.765782765696967260e+01 5.000000000000000000e-01
1.561523006000497260e-01 2.690604231709185967e+01 5.000000000000000000e-01
1.951293422635963226e-01 4.059767721647607885e+01 5.000000000000000000e-01
2.438354098268828429e-01 6.035357762636861167e+01 5.000000000000000000e-01
3.046989570903508304e-01 8.768282371232727712e+01 5.000000000000000000e-01
3.807546021222372179e-01 1.228588755347882966e+02 5.000000000000000000e-01
4.757944314009410203e-01 1.626223378287987202e+02 5.000000000000000000e-01
5.945570708544390959e-01 1.973303496812369247e+02 5.000000000000000000e-01
7.429639507594948400e-01 2.114828781865396934e+02 5.000000000000000000e-01
9.284145445194744717e-01 1.930975871598947720e+02 5.000000000000000000e-01
1.160155301739971501e+00 1.465077661932137119e+02 5.000000000000000000e-01
1.449740670372631435e+00 9.125505250412271607e+01 5.000000000000000000e-01
1.811609194200414219e+00 4.638783598675074415e+01 5.000000000000000000e-01
2.263803409521447652e+00 1.910963895216450226e+01 5.000000000000000000e-01
2.828869434625969514e+00 6.285306581876278109e+00 5.000000000000000000e-01
3.534981105030105653e+00 1.597702865490943536e+00 5.000000000000000000e-01
4.417344703140068773e+00 2.957345628707330754e-01 5.000000000000000000e-01
5.519954321281570486e+00 3.647067032450324736e-02 5.000000000000000000e-01
6.897785379387654459e+00 2.667590672791104577e-03 5.000000000000000000e-01
8.619535664753032123e+00 1.001699670358949197e-04 5.000000000000000000e-01
1.077105056036769071e+01 1.617095871603870433e-06 5.000000000000000000e-01
1.345960324155364241e+01 9.017367712434496963e-09 5.000000000000000000e-01
1.681924324880868937e+01 1.324394424856676241e-11 5.000000000000000000e-01
2.101748011332487209e+01 3.657023239071343298e-15 5.000000000000000000e-01
2.626363527653332852e+01 1.247216545948039453e-19 5.000000000000000000e-01
3.281927872511474220e+01 3.110196318757550108e-25 5.000000000000000000e-01
4.101127070551299880e+01 2.947164304278003030e-32 5.000000000000000000e-01
5.124805876960931528e+01 4.685416095476766098e-41 5.000000000000000000e-01
6.404004271197275955e+01 4.500697168591259213e-52 5.000000000000000000e-01
8.002502278161051663e+01 7.291961931533037394e-66 5.000000000000000000e-01
1.000000000000000000e+02 4.045956384383505503e-83 5.000000000000000000e-01
1.000000000000000056e-01 2.878477307191145584e+00 8.000000000000000444e-01
1.249609141291986997e-01 4.451660049079290360e+00 8.000000000000000444e-01
1.561523006000497260e-01 6.862891835407957331e+00 8.000000000000000444e-01
1.951293422635963226e-01 1.053325247346582039e+01 8.000000000000000444e-01
2.438354098268828429e-01 1.606372687999551019e+01 8.000000000000000444e-01
3.046989570903508304e-01 2.426897001835919809e+01 8.000000000000000444e-01
3.807546021222372179e-01 3.614928648990465376e+01 8.000000000000000444e-01
4.757944314009410203e-01 5.267848266481865238e+01 8.000000000000000444e-01
5.945570708544390959e-01 7.416722702832780101e+01 8.000000000000000444e-01
7.429639507594948400e-01 9.891140703438927062e+01 8.000000000000000444e-01
9.284145445194744717e-01 1.213771499146603219e+02 8.000000000000000444e-01
1.160155301739971501e+00 1.321060129904682583e+02 8.000000000000000444e-01
1.449740670372631435e+00 1.229314914752060446e+02 8.000000000000000444e-01
1.811609194200414219e+00 9.525138824384291070e+01 8.000000000000000444e-01
2.263803409521447652e+00 6.064163027847435217e+01 8.000000000000000444e-01
2.828869434625969514e+00 3.152645372586208339e+01 8.000000000000000444e-01
3.534981105030105653e+00 1.329597808567953798e+01 8.000000000000000444e-01
4.417344703140068773e+00 4.487278339257299464e+00 8.000000000000000444e-01
5.519954321281570486e+00 1.175987410193898519e+00 8.000000000000000444e-01
6.897785379387654459e+00 2.262109369038089179e-01 8.000000000000000444e-01
8.619535664753032123e+00 2.931359650204191231e-02 8.000000000000000444e-01
